team,player,position,tour,place,prize,start,end,startelo32,startelo64,startglickorating,startglickomu,startglickophi,startglickosigma,startglicko2rating,startglicko2mu,startglicko2phi,startglicko2sigma,endelo32,endelo64,endglickorating,endglickomu,endglickophi,endglickosigma,endglicko2rating,endglicko2mu,endglicko2phi,endglicko2sigma
TNC Pro Team,Raven,1,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
TNC Pro Team,Kuku,2,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
TNC Pro Team,Sam_H,3,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
TNC Pro Team,Tims,4,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
TNC Pro Team,1437,5,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
Evil Geniuses,Arteezy,1,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389866,1176.84301110113,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070546,1205.7977327002627,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
Evil Geniuses,Fear,2,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389866,1176.84301110113,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070546,1205.7977327002627,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
Evil Geniuses,Suma1L,3,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389866,1176.84301110113,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070546,1205.7977327002627,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
Evil Geniuses,Cr1t-,4,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389866,1176.84301110113,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070546,1205.7977327002627,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
Evil Geniuses,MiSeRy,5,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389866,1176.84301110113,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070546,1205.7977327002627,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
Team Spirit,Illidan,1,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589219,1028.5558866794422,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.642790046219,1128.29815635194,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
Team Spirit,iLTW,2,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589219,1028.5558866794422,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.642790046219,1128.29815635194,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
Team Spirit,DkPhobos,3,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589219,1028.5558866794422,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.642790046219,1128.29815635194,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
Team Spirit,fng,4,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589219,1028.5558866794422,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.642790046219,1128.29815635194,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
Team Spirit,Biver,5,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589219,1028.5558866794422,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.642790046219,1128.29815635194,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
PaiN Gaming,hFn,1,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.9106073450962,1247.5197281563826,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071286,1196.4054516462456,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
PaiN Gaming,w33,2,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.9106073450962,1247.5197281563826,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071286,1196.4054516462456,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
PaiN Gaming,tavo,3,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.9106073450962,1247.5197281563826,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071286,1196.4054516462456,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
PaiN Gaming,KINGRD,4,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.9106073450962,1247.5197281563826,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071286,1196.4054516462456,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
PaiN Gaming,Duster,5,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.9106073450962,1247.5197281563826,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071286,1196.4054516462456,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
VGJ.Thunder,Sylar,1,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.1297656829804,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.4315373765442,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
VGJ.Thunder,Kamma,2,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.1297656829804,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.4315373765442,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
VGJ.Thunder,Yang,3,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.1297656829804,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.4315373765442,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
VGJ.Thunder,Fade,4,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.1297656829804,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.4315373765442,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
VGJ.Thunder,Ayo,5,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.1297656829804,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.4315373765442,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
PG.Barracx,ShinymF,1,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PG.Barracx,Ramz,2,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PG.Barracx,bfl,3,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PG.Barracx,lawlesshy,4,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PG.Barracx,Lesserblue,5,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evil Geniuses,Arteezy,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.3759591487894,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526755,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
Evil Geniuses,Fear,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.3759591487894,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526755,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
Evil Geniuses,SumaiL,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.3759591487894,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526755,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
Evil Geniuses,Cr1t-,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.3759591487894,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526755,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
Evil Geniuses,MISERY,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.3759591487894,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526755,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
Team Secret,Ace,1,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721395,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.5468706549252,1343.866894969309,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
Team Secret,MidOne,2,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721395,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.5468706549252,1343.866894969309,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
Team Secret,Fata,3,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721395,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.5468706549252,1343.866894969309,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
Team Secret,YapzOr,4,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721395,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.5468706549252,1343.866894969309,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
Team Secret,Puppey,5,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721395,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.5468706549252,1343.866894969309,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
CompLexity Gaming,Chessie,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348306,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
CompLexity Gaming,Limmp,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348306,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
CompLexity Gaming,Moo,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348306,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
CompLexity Gaming,Zfreek,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348306,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
CompLexity Gaming,melonzz,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348306,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
PaiN Gaming,hFn,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273908,1037.7974945913552,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.337025637556,1000.9912483085056,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
PaiN Gaming,KINGRD,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273908,1037.7974945913552,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.337025637556,1000.9912483085056,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
PaiN Gaming,tavo,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273908,1037.7974945913552,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.337025637556,1000.9912483085056,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
PaiN Gaming,Duster,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273908,1037.7974945913552,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.337025637556,1000.9912483085056,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
PaiN Gaming,PAADA,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273908,1037.7974945913552,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.337025637556,1000.9912483085056,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
OG,N0tail,1,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526855,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
OG,Resolut1on,2,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526855,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
OG,s4,3,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526855,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
OG,JerAx,4,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526855,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
OG,Fly,5,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526855,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
Team Empire,Silent,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433732,1086.8498743542373,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405149,1047.6562313953007,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
Team Empire,fn,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433732,1086.8498743542373,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405149,1047.6562313953007,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
Team Empire,Ghostik,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433732,1086.8498743542373,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405149,1047.6562313953007,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
Team Empire,yoky-,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433732,1086.8498743542373,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405149,1047.6562313953007,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
Team Empire,Miposhka,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433732,1086.8498743542373,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405149,1047.6562313953007,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
Vici Gaming,Paparazi?,1,Captains Draft 4.0,2,"$69,000",2018-01-04,2018-01-07,1236.5361454539748,1343.0773494846194,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,,1271.1792601926911,1397.928109828098,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,
Vici Gaming,Ori,2,Captains Draft 4.0,2,"$69,000",2018-01-04,2018-01-07,1236.5361454539748,1343.0773494846194,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,,1271.1792601926911,1397.928109828098,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,
